price
0
0.005000229
0.004714349
0.004330486
0.004000714
0.00800038
0.009798186
0.009797996
0.009797996
0.004000015
0.123061
0.1527613
0.1621604
0.1406556
0.03059414
0.02332374
0.004898238
0.004898238
0.004899188
0.004899758
0.3790198
0.4637844
0.4662875
0.3862849
0.02332398
0.02561263
0.0193907
0.01166115
0.003997919

0.16
0.1935355
0.1927277
0.1580632
0.004897667
0.004897667
0.003999317
6.103516e-005
6.103516e-005
6.103516e-005
0.00400211
0.004902229
0.004905268
0.004906407
0.004012568
0.004908874
0.004908304
0.00400955
0.00400955
0.0002516544
0.08400041
0.1028789
0.102879
0.08400053
0.0003051758
0.004010247
0.004906217
0.004906217
0.004904508
0.004005367
0.1810415
0.212697
0.2050365
0.1654568
0.02332262
0.00979657
0.004896907
0.01469668
0.01673338
0.0146975
0.1434713
0.1739426
0.1747686
0.1430527
0.004010247
0.0003051758
0.0003051758
0.0003051758
0.0003051758
0.0003051758
0.3040001
0.3747853
0.3772744
0.3090889
0.01019369
0.007473879
0.007477367
0.007480729
0.004900329
0.004900329
0.5510137
0.6744361
0.6736172
0.5480001
0.0003687453
0.0003687453
0.0003687453
0.0003687453
0.0003687453
0.0003687453
0.1240003
0.1676424
0.1747455
0.146342
0.02727585
0.004004669
0.0003343033
0.01600152
0.02227123
0.023151
0.1075913
0.1266488
0.1275302
0.1052614
0.007999099
0.006329437
0.008001544
0.01166235
0.02059184
0.02059229
0.1101636
0.1376082
0.1420705
0.116

0.003997686
0.004898048
0.004898998
0.004001179
0.0001431401
0.0001431401
0.0001431401
0.0001431401
0.0001431401
0.0001431401
0.0001431401
0.0001431401
0.004001179
0.004898998
0.004898048
0.3550211
0.43847
0.4392902
0.3590207
0.003977367
0.003973618
0.004884719
0.004891959
0.004900329
0.004909063
0.170059
0.2098952
0.2090547
0.1710432
0.003958825
0.003958825
0.004864085
0.004862936
0.003954353

0.4479996
0.551144
0.5519635
0.4510163
0.003967989
0.007994324
0.009800467
0.0149711
0.01497403
0.01833743
0.5392367
0.6590116
0.6573586
0.5310144
0.006352496
0.008022931
0.01167312
0.01166849
0.01019917
0.007482348
0.1820549
0.2221172
0.2204544
0.1800006
0.004038711
0.004930455
0.004930455
0.004929888
0.004929888
0.004930455
0.06112407
0.07282879
0.07031299
0.05817007
0.004861978
0.003959766
0.003959766
0.003959766

0.003959766
0.309024
0.3788719
0.3796842
0.3120003
0.0006072921
0.01201238
0.01470466
0.0167395
0.01470346
0.004916646
0.25303
0.308636
0.3086359
0.2520001
0.003999317
0.004898808
0.004898808
0.004898618
0.004898618
0.004898808
